BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
N2                                                              
cross_section_Baohong_phelps.txt
--------------------------------------------------
O2                                                              
cross_section_Baohong_phelps.txt
--------------------------------------------------
O3                                                              
cross_section_Baohong_phelps.txt
--------------------------------------------------
O                                                               
cross_section_Baohong_phelps.txt
--------------------------------------------------
N                                                               
cross_section_Baohong_phelps.txt
 
 
 
 Conditions
A1     Electric field / N (Td)                                         
A2     Angular frequency / N (m3/s)               0.000    
A3     Cosine of E-B field angle                  0.000    
A4     Gas temperature (K)                        300.0    
A5     Excitation temperature (K)                 300.0    
A6     Transition energy (eV)                     0.000    
A7     Ionization degree                          0.000    
A8     Plasma density (1/m3)                     0.1000E+19
A9     Ion charge parameter                       1.000    
A10    Ion/neutral mass ratio                     1.000    
A11    e-e momentum effects                       0.000    
A12    Energy sharing                             1.000    
A13    Growth model                               1.000    
A14    Maxwellian mean energy (eV)                0.000    
A15    # of grid points                           200.0    
A16    Grid type                                                       
A17    Maximum energy                                                  
A18    Precision                                 0.1000E-09
A19    Convergence                               0.1000E-03
A20    Maximum # of iterations                    1000.    
A21    Mole fraction N2                          0.8000    
A22    Mole fraction O2                          0.2000    
A23    Mole fraction O3                           0.000    
A24    Mole fraction O                            0.000    
A25    Mole fraction N                            0.000    
         116   13.26       3.000       6.026    
         117   13.49       3.000       6.026    
         118   13.73       3.000       7.177    
         119   13.96       3.000       7.177    
         120   14.20       3.000       7.177    
         121   14.44       3.000       8.548    
         122   14.68       3.000       8.548    
         123   14.92       3.000       8.548    
         124   15.17       3.000       8.548    
         125   15.42       3.000       8.548    
         126   15.67       3.000       8.548    
         127   15.92       3.000       10.18    
         128   16.17       3.000       10.18    
         129   16.43       3.000       10.18    
         130   16.68       3.000       10.18    
         131   16.94       3.000       10.18    
         132   17.21       3.000       10.18    
         133   17.47       3.000       10.18    
         134   17.73       3.000       10.18    
         135   18.00       3.000       10.18    
         136   18.27       3.000       10.18    
         137   18.54       3.000       10.18    
         138   18.82       3.000       12.12    
         139   19.09       3.000       12.12    
         140   19.37       3.000       12.12    
         141   19.65       3.000       12.12    
         142   19.93       3.000       12.12    
         143   20.21       3.000       12.12    
         144   20.50       3.000       12.12    
         145   20.79       3.000       12.12    
         146   21.08       3.000       12.12    
         147   21.37       3.000       12.12    
         148   21.66       3.000       12.12    
         149   21.96       3.000       12.12    
         150   22.26       3.000       12.12    
         151   22.55       3.000       12.12    
         152   22.86       3.000       12.12    
         153   23.16       3.000       14.42    
         154   23.47       3.000       14.42    
         155   23.77       3.000       14.42    
         156   24.08       3.000       14.42    
         157   24.39       3.000       14.42    
         158   24.71       3.000       14.42    
         159   25.02       3.000       14.42    
         160   25.34       3.000       14.42    
         161   25.66       3.000       14.42    
         162   25.98       3.000       14.42    
         163   26.31       3.000       14.42    
         164   26.63       3.000       14.42    
         165   26.96       3.000       14.42    
         166   27.29       3.000       14.42    
         167   27.62       3.000       14.42    
         168   27.95       3.000       14.42    
         169   28.29       3.000       14.42    
         170   28.63       3.000       14.42    
         171   28.97       3.000       14.42    
         172   29.31       3.000       14.42    
         173   29.65       3.000       17.13    
         174   30.00       3.000       17.13    
         175   30.35       3.000       17.13    
         176   30.70       3.000       17.13    
         177   31.05       3.000       17.13    
         178   31.40       3.000       17.13    
         179   31.76       3.000       17.13    
         180   32.11       3.000       17.13    
         181   32.47       3.000       17.13    
         182   32.84       3.000       17.13    
         183   33.20       3.000       17.13    
         184   33.57       3.000       17.13    
         185   33.93       3.000       17.13    
         186   34.30       3.000       17.13    
         187   34.67       3.000       17.13    
         188   35.05       3.000       17.13    
         189   35.42       3.000       17.13    
         190   35.80       3.000       17.13    
         191   36.18       3.000       17.13    
         192   36.56       3.000       17.13    
         193   36.95       3.000       17.13    
         194   37.33       3.000       17.13    
         195   37.72       3.000       17.13    
         196   38.11       3.000       17.13    
         197   38.50       3.000       20.34    
         198   38.90       3.000       20.34    
         199   39.29       3.000       20.34    
         200   39.69       3.000       20.34    
         201   40.09       3.000       20.34    
         202   40.49       3.000       20.34    
         203   40.90       3.000       20.34    
         204   41.30       3.000       20.34    
         205   41.71       3.000       20.34    
         206   42.12       3.000       20.34    
         207   42.53       3.000       20.34    
         208   42.94       3.000       20.34    
         209   43.36       3.000       20.34    
         210   43.78       3.000       20.34    
         211   44.20       3.000       20.34    
         212   44.62       3.000       20.34    
         213   45.04       3.000       20.34    
         214   45.47       3.000       20.34    
         215   45.90       3.000       20.34    
         216   46.33       3.000       20.34    
         217   46.76       3.000       20.34    
         218   47.19       3.000       20.34    
         219   47.63       3.000       20.34    
         220   48.07       3.000       20.34    
         221   48.51       3.000       20.34    
         222   48.95       3.000       24.14    
         223   49.39       3.000       24.14    
         224   49.84       3.000       24.14    
         225   50.29       3.000       24.14    
         226   50.74       3.000       24.14    
         227   51.19       3.000       24.14    
         228   51.64       3.000       24.14    
         229   52.10       3.000       24.14    
         230   52.56       3.000       24.14    
         231   53.02       3.000       24.14    
         232   53.48       3.000       24.14    
         233   53.94       3.000       24.14    
         234   54.41       3.000       24.14    
         235   54.88       3.000       24.14    
         236   55.35       3.000       24.14    
         237   55.82       3.000       24.14    
         238   56.29       3.000       24.14    
         239   56.77       3.000       24.14    
         240   57.24       3.000       24.14    
         241   57.72       3.000       24.14    
         242   58.21       3.000       24.14    
         243   58.69       3.000       24.14    
         244   59.18       3.000       24.14    
         245   59.66       3.000       24.14    
         246   60.15       3.000       24.14    
         247   60.65       3.000       24.14    
         248   61.14       3.000       24.14    
         249   61.64       3.000       24.14    
         250   62.13       3.000       24.14    
         251   62.63       3.000       28.62    
         252   63.14       3.000       28.62    
         253   63.64       3.000       28.62    
         254   64.15       3.000       28.62    
         255   64.65       3.000       28.62    
         256   65.16       3.000       28.62    
         257   65.68       3.000       28.62    
         258   66.19       3.000       28.62    
         259   66.71       3.000       28.62    
         260   67.22       3.000       28.62    
         261   67.74       3.000       28.62    
         262   68.27       3.000       28.62    
         263   68.79       3.000       28.62    
         264   69.32       3.000       28.62    
         265   69.84       3.000       28.62    
         266   70.37       3.000       28.62    
         267   70.91       3.000       28.62    
         268   71.44       3.000       28.62    
         269   71.98       3.000       28.62    
         270   72.52       3.000       28.62    
         271   73.06       3.000       28.62    
         272   73.60       3.000       28.62    
         273   74.14       3.000       28.62    
         274   74.69       3.000       28.62    
         275   75.24       3.000       28.62    
         276   75.79       3.000       28.62    
         277   76.34       3.000       28.62    
         278   76.89       3.000       28.62    
         279   77.45       3.000       28.62    
         280   78.01       3.000       28.62    
         281   78.57       3.000       28.62    
         282   79.13       3.000       33.92    
         283   79.69       3.000       33.92    
         284   80.26       3.000       33.92    
         285   80.83       3.000       33.92    
         286   81.40       3.000       33.92    
         287   81.97       3.000       33.92    
         288   82.54       3.000       33.92    
         289   83.12       3.000       33.92    
         290   83.70       3.000       33.92    
         291   84.28       3.000       33.92    
         292   84.86       3.000       33.92    
         293   85.44       3.000       33.92    
         294   86.03       3.000       33.92    
         295   86.62       3.000       33.92    
         296   87.21       3.000       33.92    
         297   87.80       3.000       33.92    
         298   88.39       3.000       33.92    
         299   88.99       3.000       33.92    
         300   89.59       3.000       33.92    
         301   90.19       3.000       33.92    
         302   90.79       3.000       33.92    
         303   91.40       3.000       33.92    
         304   92.00       3.000       33.92    
         305   92.61       3.000       33.92    
         306   93.22       3.000       33.92    
         307   93.83       3.000       33.92    
         308   94.45       3.000       33.92    
         309   95.06       3.000       33.92    
         310   95.68       3.000       33.92    
         311   96.30       3.000       33.92    
         312   96.92       3.000       33.92    
         313   97.55       3.000       33.92    
         314   98.17       3.000       33.92    
         315   98.80       3.000       33.92    
         316   99.43       3.000       33.92    
         317   100.1       3.000       40.19    
         318   100.7       3.000       40.19    
         319   101.3       3.000       40.19    
         320   102.0       3.000       40.19    
         321   102.6       3.000       40.19    
         322   103.3       3.000       40.19    
         323   103.9       3.000       40.19    
         324   104.5       3.000       40.19    
         325   105.2       3.000       40.19    
         326   105.8       3.000       40.19    
         327   106.5       3.000       40.19    
         328   107.2       3.000       40.19    
         329   107.8       3.000       40.19    
         330   108.5       3.000       40.19    
         331   109.1       3.000       40.19    
         332   109.8       3.000       40.19    
         333   110.5       3.000       40.19    
         334   111.1       3.000       40.19    
         335   111.8       3.000       40.19    
         336   112.5       3.000       40.19    
         337   113.1       3.000       40.19    
         338   113.8       3.000       40.19    
         339   114.5       3.000       40.19    
         340   115.2       3.000       40.19    
         341   115.8       3.000       40.19    
         342   116.5       3.000       40.19    
         343   117.2       3.000       40.19    
         344   117.9       3.000       40.19    
         345   118.6       3.000       40.19    
         346   119.3       3.000       40.19    
         347   120.0       3.000       40.19    
         348   120.7       3.000       40.19    
         349   121.4       3.000       40.19    
         350   122.1       3.000       40.19    
         351   122.8       3.000       40.19    
         352   123.5       3.000       40.19    
         353   124.2       3.000       40.19    
         354   124.9       3.000       40.19    
         355   125.6       3.000       40.19    
         356   126.3       3.000       47.59    
         357   127.0       3.000       47.59    
         358   127.7       3.000       47.59    
         359   128.4       3.000       47.59    
         360   129.1       3.000       47.59    
         361   129.9       3.000       47.59    
         362   130.6       3.000       47.59    
         363   131.3       3.000       47.59    
         364   132.0       3.000       47.59    
         365   132.8       3.000       47.59    
         366   133.5       3.000       47.59    
         367   134.2       3.000       47.59    
         368   135.0       3.000       47.59    
         369   135.7       3.000       47.59    
         370   136.4       3.000       47.59    
         371   137.2       3.000       47.59    
         372   137.9       3.000       47.59    
         373   138.7       3.000       47.59    
         374   139.4       3.000       47.59    
         375   140.2       3.000       47.59    
         376   140.9       3.000       47.59    
         377   141.7       3.000       47.59    
         378   142.4       3.000       47.59    
         379   143.2       3.000       47.59    
         380   143.9       3.000       47.59    
         381   144.7       3.000       47.59    
         382   145.5       3.000       47.59    
         383   146.2       3.000       47.59    
         384   147.0       3.000       47.59    
         385   147.8       3.000       47.59    
         386   148.5       3.000       47.59    
         387   149.3       3.000       47.59    
         388   150.1       3.000       47.59    
         389   150.9       3.000       47.59    
         390   151.6       3.000       47.59    
         391   152.4       3.000       47.59    
         392   153.2       3.000       47.59    
         393   154.0       3.000       47.59    
         394   154.8       3.000       47.59    
         395   155.6       3.000       47.59    
         396   156.3       3.000       47.59    
         397   157.1       3.000       56.35    
         398   157.9       3.000       56.35    
         399   158.7       3.000       56.35    
         400   159.5       3.000       56.35    
         401   160.3       3.000       56.35    
         402   161.1       3.000       56.35    
         403   161.9       3.000       56.35    
         404   162.7       3.000       56.35    
         405   163.6       3.000       56.35    
         406   164.4       3.000       56.35    
         407   165.2       3.000       56.35    
         408   166.0       3.000       56.35    
         409   166.8       3.000       56.35    
         410   167.6       3.000       56.35    
         411   168.4       3.000       56.35    
         412   169.3       3.000       56.35    
         413   170.1       3.000       56.35    
         414   170.9       3.000       56.35    
         415   171.7       3.000       56.35    
         416   172.6       3.000       56.35    
         417   173.4       3.000       56.35    
         418   174.2       3.000       56.35    
         419   175.1       3.000       56.35    
         420   175.9       3.000       56.35    
         421   176.8       3.000       56.35    
         422   177.6       3.000       56.35    
         423   178.4       3.000       56.35    
         424   179.3       3.000       56.35    
         425   180.1       3.000       56.35    
         426   181.0       3.000       56.35    
         427   181.8       3.000       56.35    
         428   182.7       3.000       56.35    
         429   183.6       3.000       56.35    
         430   184.4       3.000       56.35    
         431   185.3       3.000       56.35    
         432   186.1       3.000       56.35    
         433   187.0       3.000       56.35    
         434   187.9       3.000       56.35    
         435   188.7       3.000       56.35    
         436   189.6       3.000       56.35    
         437   190.5       3.000       56.35    
         438   191.4       3.000       56.35    
         439   192.2       3.000       56.35    
         440   193.1       3.000       56.35    
         441   194.0       3.000       56.35    
         442   194.9       3.000       66.70    
         443   195.8       3.000       66.70    
         444   196.7       3.000       66.70    
         445   197.5       3.000       66.70    
         446   198.4       3.000       66.70    
         447   199.3       3.000       66.70    
         448   200.2       3.000       66.70    
         449   201.1       3.000       66.70    
         450   202.0       3.000       66.70    
         451   202.9       3.000       66.70    
         452   203.8       3.000       66.70    
         453   204.7       3.000       66.70    
         454   205.6       3.000       66.70    
         455   206.5       3.000       66.70    
         456   207.4       3.000       66.70    
         457   208.4       3.000       66.70    
         458   209.3       3.000       66.70    
         459   210.2       3.000       66.70    
         460   211.1       3.000       66.70    
         461   212.0       3.000       66.70    
         462   213.0       3.000       66.70    
         463   213.9       3.000       66.70    
         464   214.8       3.000       66.70    
         465   215.7       3.000       66.70    
         466   216.7       3.000       66.70    
         467   217.6       3.000       66.70    
         468   218.5       3.000       66.70    
         469   219.5       3.000       66.70    
         470   220.4       3.000       66.70    
         471   221.4       3.000       66.70    
         472   222.3       3.000       66.70    
         473   223.2       3.000       66.70    
         474   224.2       3.000       66.70    
         475   225.1       3.000       66.70    
         476   226.1       3.000       66.70    
         477   227.0       3.000       66.70    
         478   228.0       3.000       66.70    
         479   228.9       3.000       66.70    
         480   229.9       3.000       66.70    
         481   230.9       3.000       66.70    
         482   231.8       3.000       66.70    
         483   232.8       3.000       66.70    
         484   233.8       3.000       66.70    
         485   234.7       3.000       66.70    
         486   235.7       3.000       66.70    
         487   236.7       3.000       66.70    
         488   237.7       3.000       66.70    
         489   238.6       3.000       66.70    
         490   239.6       3.000       78.93    
         491   240.6       3.000       78.93    
         492   241.6       3.000       78.93    
         493   242.6       3.000       78.93    
         494   243.5       3.000       78.93    
         495   244.5       3.000       78.93    
         496   245.5       3.000       78.93    
         497   246.5       3.000       78.93    
         498   247.5       3.000       78.93    
         499   248.5       3.000       78.93    
         500   249.5       3.000       78.93    
         501   250.5       3.000       78.93    
         502   251.5       3.000       78.93    
         503   252.5       3.000       78.93    
         504   253.5       3.000       78.93    
         505   254.5       3.000       78.93    
         506   255.5       3.000       78.93    
         507   256.6       3.000       78.93    
         508   257.6       3.000       78.93    
         509   258.6       3.000       78.93    
         510   259.6       3.000       78.93    
         511   260.6       3.000       78.93    
         512   261.7       3.000       78.93    
         513   262.7       3.000       78.93    
         514   263.7       3.000       78.93    
         515   264.7       3.000       78.93    
         516   265.8       3.000       78.93    
         517   266.8       3.000       78.93    
         518   267.8       3.000       78.93    
         519   268.9       3.000       78.93    
         520   269.9       3.000       78.93    
         521   270.9       3.000       78.93    
         522   272.0       3.000       78.93    
         523   273.0       3.000       78.93    
         524   274.1       3.000       78.93    
         525   275.1       3.000       78.93    
         526   276.2       3.000       78.93    
         527   277.2       3.000       78.93    
         528   278.3       3.000       78.93    
         529   279.3       3.000       78.93    
         530   280.4       3.000       78.93    
         531   281.5       3.000       78.93    
         532   282.5       3.000       78.93    
         533   283.6       3.000       78.93    
         534   284.7       3.000       78.93    
         535   285.7       3.000       78.93    
         536   286.8       3.000       78.93    
         537   287.9       3.000       78.93    
         538   289.0       3.000       93.39    
         539   290.0       3.000       93.39    
         540   291.1       3.000       93.39    
         541   292.2       3.000       93.39    
         542   293.3       3.000       93.39    
         543   294.4       3.000       93.39    
         544   295.4       3.000       93.39    
         545   296.5       3.000       93.39    
         546   297.6       3.000       93.39    
         547   298.7       3.000       93.39    
         548   299.8       3.000       93.39    
         549   300.9       3.000       93.39    
         550   302.0       3.000       93.39    
         551   303.1       3.000       93.39    
         552   304.2       3.000       93.39    
         553   305.3       3.000       93.39    
         554   306.4       3.000       93.39    
         555   307.5       3.000       93.39    
         556   308.6       3.000       93.39    
         557   309.8       3.000       93.39    
         558   310.9       3.000       93.39    
         559   312.0       3.000       93.39    
         560   313.1       3.000       93.39    
         561   314.2       3.000       93.39    
         562   315.4       3.000       93.39    
         563   316.5       3.000       93.39    
         564   317.6       3.000       93.39    
         565   318.7       3.000       93.39    
         566   319.9       3.000       93.39    
         567   321.0       3.000       93.39    
         568   322.1       3.000       93.39    
         569   323.3       3.000       93.39    
         570   324.4       3.000       93.39    
         571   325.6       3.000       93.39    
         572   326.7       3.000       93.39    
         573   327.8       3.000       93.39    
         574   329.0       3.000       93.39    
         575   330.1       3.000       93.39    
         576   331.3       3.000       93.39    
         577   332.4       3.000       93.39    
         578   333.6       3.000       93.39    
         579   334.8       3.000       93.39    
         580   335.9       3.000       93.39    
         581   337.1       3.000       93.39    
         582   338.2       3.000       93.39    
         583   339.4       3.000       93.39    
         584   340.6       3.000       93.39    
         585   341.7       3.000       93.39    
         586   342.9       3.000       93.39    
         587   344.1       3.000       93.39    
         588   345.3       3.000       110.5    
         589   346.4       3.000       110.5    
         590   347.6       3.000       110.5    
         591   348.8       3.000       110.5    
         592   350.0       3.000       110.5    
         593   351.2       3.000       110.5    
         594   352.4       3.000       110.5    
         595   353.5       3.000       110.5    
         596   354.7       3.000       110.5    
         597   355.9       3.000       110.5    
         598   357.1       3.000       110.5    
         599   358.3       3.000       110.5    
         600   359.5       3.000       110.5    
         601   360.7       3.000       110.5    
         602   361.9       3.000       110.5    
         603   363.1       3.000       110.5    
         604   364.3       3.000       110.5    
         605   365.6       3.000       110.5    
         606   366.8       3.000       110.5    
         607   368.0       3.000       110.5    
         608   369.2       3.000       110.5    
         609   370.4       3.000       110.5    
         610   371.6       3.000       110.5    
         611   372.9       3.000       110.5    
         612   374.1       3.000       110.5    
         613   375.3       3.000       110.5    
         614   376.5       3.000       110.5    
         615   377.8       3.000       110.5    
         616   379.0       3.000       110.5    
         617   380.2       3.000       110.5    
         618   381.5       3.000       110.5    
         619   382.7       3.000       110.5    
         620   383.9       3.000       110.5    
         621   385.2       3.000       110.5    
         622   386.4       3.000       110.5    
         623   387.7       3.000       110.5    
         624   388.9       3.000       110.5    
         625   390.2       3.000       110.5    
         626   391.4       3.000       110.5    
         627   392.7       3.000       110.5    
         628   393.9       3.000       110.5    
         629   395.2       3.000       110.5    
         630   396.4       3.000       110.5    
         631   397.7       3.000       110.5    
         632   399.0       3.000       110.5    
         633   400.2       3.000       110.5    
         634   401.5       3.000       110.5    
         635   402.8       3.000       110.5    
         636   404.0       3.000       110.5    
         637   405.3       3.000       110.5    
         638   406.6       3.000       110.5    
         639   407.9       3.000       110.5    
         640   409.1       3.000       130.7    
         641   410.4       3.000       130.7    
         642   411.7       3.000       130.7    
         643   413.0       3.000       130.7    
         644   414.3       3.000       130.7    
         645   415.6       3.000       130.7    
         646   416.9       3.000       130.7    
         647   418.2       3.000       130.7    
         648   419.5       3.000       130.7    
         649   420.8       3.000       130.7    
         650   422.1       3.000       130.7    
         651   423.4       3.000       130.7    
         652   424.7       3.000       130.7    
         653   426.0       3.000       130.7    
         654   427.3       3.000       130.7    
         655   428.6       3.000       130.7    
         656   429.9       3.000       130.7    
         657   431.2       3.000       130.7    
         658   432.5       3.000       130.7    
         659   433.8       3.000       130.7    
         660   435.2       3.000       130.7    
         661   436.5       3.000       130.7    
         662   437.8       3.000       130.7    
         663   439.1       3.000       130.7    
         664   440.5       3.000       130.7    
         665   441.8       3.000       130.7    
         666   443.1       3.000       130.7    
         667   444.5       3.000       130.7    
         668   445.8       3.000       130.7    
         669   447.1       3.000       130.7    
         670   448.5       3.000       130.7    
         671   449.8       3.000       130.7    
         672   451.1       3.000       130.7    
         673   452.5       3.000       130.7    
         674   453.8       3.000       130.7    
         675   455.2       3.000       130.7    
         676   456.5       3.000       130.7    
         677   457.9       3.000       130.7    
         678   459.3       3.000       130.7    
         679   460.6       3.000       130.7    
         680   462.0       3.000       130.7    
         681   463.3       3.000       130.7    
         682   464.7       3.000       130.7    
         683   466.1       3.000       130.7    
         684   467.4       3.000       130.7    
         685   468.8       3.000       130.7    
         686   470.2       3.000       130.7    
         687   471.5       3.000       130.7    
         688   472.9       3.000       130.7    
         689   474.3       3.000       130.7    
         690   475.7       3.000       130.7    
         691   477.1       3.000       130.7    
         692   478.4       3.000       130.7    
         693   479.8       3.000       130.7    
         694   481.2       3.000       154.6    
         695   482.6       3.000       154.6    
         696   484.0       3.000       154.6    
         697   485.4       3.000       154.6    
         698   486.8       3.000       154.6    
         699   488.2       3.000       154.6    
         700   489.6       3.000       154.6    
         701   491.0       3.000       154.6    
         702   492.4       3.000       154.6    
         703   493.8       3.000       154.6    
         704   495.2       3.000       154.6    
         705   496.6       3.000       154.6    
         706   498.0       3.000       154.6    
         707   499.4       3.000       154.6    
         708   500.9       3.000       154.6    
         709   502.3       3.000       154.6    
         710   503.7       3.000       154.6    
         711   505.1       3.000       154.6    
         712   506.5       3.000       154.6    
         713   508.0       3.000       154.6    
         714   509.4       3.000       154.6    
         715   510.8       3.000       154.6    
         716   512.3       3.000       154.6    
         717   513.7       3.000       154.6    
         718   515.1       3.000       154.6    
         719   516.6       3.000       154.6    
         720   518.0       3.000       154.6    
         721   519.4       3.000       154.6    
         722   520.9       3.000       154.6    
         723   522.3       3.000       154.6    
         724   523.8       3.000       154.6    
         725   525.2       3.000       154.6    
         726   526.7       3.000       154.6    
         727   528.1       3.000       154.6    
         728   529.6       3.000       154.6    
         729   531.1       3.000       154.6    
         730   532.5       3.000       154.6    
         731   534.0       3.000       154.6    
         732   535.4       3.000       154.6    
         733   536.9       3.000       154.6    
         734   538.4       3.000       154.6    
         735   539.8       3.000       154.6    
         736   541.3       3.000       154.6    
         737   542.8       3.000       154.6    
         738   544.3       3.000       154.6    
         739   545.7       3.000       154.6    
         740   547.2       3.000       154.6    
         741   548.7       3.000       154.6    
         742   550.2       3.000       154.6    
         743   551.7       3.000       154.6    
         744   553.2       3.000       154.6    
         745   554.6       3.000       154.6    
         746   556.1       3.000       154.6    
         747   557.6       3.000       154.6    
         748   559.1       3.000       154.6    
         749   560.6       3.000       154.6    
         750   562.1       3.000       182.8    
         751   563.6       3.000       182.8    
         752   565.1       3.000       182.8    
         753   566.6       3.000       182.8    
         754   568.1       3.000       182.8    
         755   569.7       3.000       182.8    
         756   571.2       3.000       182.8    
         757   572.7       3.000       182.8    
         758   574.2       3.000       182.8    
         759   575.7       3.000       182.8    
         760   577.2       3.000       182.8    
         761   578.8       3.000       182.8    
         762   580.3       3.000       182.8    
         763   581.8       3.000       182.8    
         764   583.3       3.000       182.8    
         765   584.9       3.000       182.8    
         766   586.4       3.000       182.8    
         767   587.9       3.000       182.8    
         768   589.5       3.000       182.8    
         769   591.0       3.000       182.8    
         770   592.5       3.000       182.8    
         771   594.1       3.000       182.8    
         772   595.6       3.000       182.8    
         773   597.2       3.000       182.8    
         774   598.7       3.000       182.8    
         775   600.3       3.000       182.8    
         776   601.8       3.000       182.8    
         777   603.4       3.000       182.8    
         778   604.9       3.000       182.8    
         779   606.5       3.000       182.8    
         780   608.1       3.000       182.8    
         781   609.6       3.000       182.8    
         782   611.2       3.000       182.8    
         783   612.8       3.000       182.8    
         784   614.3       3.000       182.8    
         785   615.9       3.000       182.8    
         786   617.5       3.000       182.8    
         787   619.0       3.000       182.8    
