BOLSIG+ version: 03/2016
Collision input data:
--------------------------------------------------
N2                                                              
cross_section_Baohong_phelps.txt
--------------------------------------------------
O2                                                              
cross_section_Baohong_phelps.txt
--------------------------------------------------
O3                                                              
cross_section_Baohong_phelps.txt
--------------------------------------------------
O                                                               
cross_section_Baohong_phelps.txt
--------------------------------------------------
N                                                               
cross_section_Baohong_phelps.txt
 
 
 
 Conditions
A1     Electric field / N (Td)                                         
A2     Angular frequency / N (m3/s)               0.000    
A3     Cosine of E-B field angle                  0.000    
A4     Gas temperature (K)                        300.0    
A5     Excitation temperature (K)                 300.0    
A6     Transition energy (eV)                     0.000    
A7     Ionization degree                          0.000    
A8     Plasma density (1/m3)                     0.1000E+19
A9     Ion charge parameter                       1.000    
A10    Ion/neutral mass ratio                     1.000    
A11    e-e momentum effects                       0.000    
A12    Energy sharing                             1.000    
A13    Growth model                               1.000    
A14    Maxwellian mean energy (eV)                0.000    
A15    # of grid points                           200.0    
A16    Grid type                                                       
A17    Maximum energy                                                  
A18    Precision                                 0.1000E-09
A19    Convergence                               0.1000E-03
A20    Maximum # of iterations                    1000.    
A21    Mole fraction N2                          0.8000    
A22    Mole fraction O2                          0.2000    
A23    Mole fraction O3                           0.000    
A24    Mole fraction O                            0.000    
A25    Mole fraction N                            0.000    
         119  0.2968       3.000       1.049    
         120  0.2996       3.000       1.049    
         121  0.3023       3.000       1.049    
         122  0.3051       3.000       1.049    
         123  0.3080       3.000       1.049    
         124  0.3108       3.000       1.049    
         125  0.3137       3.000       1.049    
         126  0.3166       3.000       1.049    
         127  0.3195       3.000       1.049    
         128  0.3225       3.000       1.049    
         129  0.3255       3.000       1.049    
         130  0.3285       3.000       1.250    
         131  0.3315       3.000       1.250    
         132  0.3346       3.000       1.250    
         133  0.3377       3.000       1.250    
         134  0.3408       3.000       1.250    
         135  0.3440       3.000       1.250    
         136  0.3472       3.000       1.250    
         137  0.3504       3.000       1.250    
         138  0.3536       3.000       1.250    
         139  0.3569       3.000       1.250    
         140  0.3602       3.000       1.250    
         141  0.3635       3.000       1.250    
         142  0.3669       3.000       1.250    
         143  0.3703       3.000       1.250    
         144  0.3737       3.000       1.250    
         145  0.3772       3.000       1.250    
         146  0.3807       3.000       1.250    
         147  0.3842       3.000       1.250    
         148  0.3878       3.000       1.250    
         149  0.3914       3.000       1.250    
         150  0.3950       3.000       1.250    
         151  0.3987       3.000       1.250    
         152  0.4024       3.000       1.250    
         153  0.4061       3.000       1.250    
         154  0.4098       3.000       1.250    
         155  0.4136       3.000       1.250    
         156  0.4175       3.000       1.250    
         157  0.4213       3.000       1.250    
         158  0.4252       3.000       1.250    
         159  0.4292       3.000       1.488    
         160  0.4331       3.000       1.488    
         161  0.4372       3.000       1.488    
         162  0.4412       3.000       1.488    
         163  0.4453       3.000       1.488    
         164  0.4494       3.000       1.488    
         165  0.4536       3.000       1.488    
         166  0.4578       3.000       1.488    
         167  0.4620       3.000       1.488    
         168  0.4663       3.000       1.488    
         169  0.4706       3.000       1.488    
         170  0.4750       3.000       1.488    
         171  0.4794       3.000       1.488    
         172  0.4838       3.000       1.488    
         173  0.4883       3.000       1.488    
         174  0.4928       3.000       1.488    
         175  0.4974       3.000       1.488    
         176  0.5020       3.000       1.488    
         177  0.5066       3.000       1.488    
         178  0.5113       3.000       1.488    
         179  0.5161       3.000       1.488    
         180  0.5209       3.000       1.488    
         181  0.5257       3.000       1.488    
         182  0.5305       3.000       1.488    
         183  0.5355       3.000       1.488    
         184  0.5404       3.000       1.488    
         185  0.5454       3.000       1.488    
         186  0.5505       3.000       1.488    
         187  0.5556       3.000       1.488    
         188  0.5607       3.000       1.488    
         189  0.5659       3.000       1.488    
         190  0.5712       3.000       1.488    
         191  0.5764       3.000       1.488    
         192  0.5818       3.000       1.488    
         193  0.5872       3.000       1.488    
         194  0.5926       3.000       1.773    
         195  0.5981       3.000       1.773    
         196  0.6036       3.000       1.773    
         197  0.6092       3.000       1.773    
         198  0.6149       3.000       1.773    
         199  0.6206       3.000       1.773    
         200  0.6263       3.000       1.773    
         201  0.6321       3.000       1.773    
         202  0.6380       3.000       1.773    
         203  0.6439       3.000       1.773    
         204  0.6498       3.000       1.773    
         205  0.6559       3.000       1.773    
         206  0.6619       3.000       1.773    
         207  0.6681       3.000       1.773    
         208  0.6743       3.000       1.773    
         209  0.6805       3.000       1.773    
         210  0.6868       3.000       1.773    
         211  0.6932       3.000       1.773    
         212  0.6996       3.000       1.773    
         213  0.7061       3.000       1.773    
         214  0.7126       3.000       1.773    
         215  0.7192       3.000       1.773    
         216  0.7259       3.000       1.773    
         217  0.7326       3.000       1.773    
         218  0.7394       3.000       1.773    
         219  0.7462       3.000       1.773    
         220  0.7531       3.000       1.773    
         221  0.7601       3.000       1.773    
         222  0.7672       3.000       1.773    
         223  0.7743       3.000       1.773    
         224  0.7814       3.000       1.773    
         225  0.7887       3.000       1.773    
         226  0.7960       3.000       1.773    
         227  0.8034       3.000       1.773    
         228  0.8108       3.000       1.773    
         229  0.8183       3.000       1.773    
         230  0.8259       3.000       1.773    
         231  0.8335       3.000       1.773    
         232  0.8412       3.000       1.773    
         233  0.8490       3.000       1.773    
         234  0.8569       3.000       1.773    
         235  0.8648       3.000       1.773    
         236  0.8729       3.000       1.773    
         237  0.8809       3.000       1.773    
         238  0.8891       3.000       1.773    
         239  0.8973       3.000       1.773    
         240  0.9056       3.000       1.773    
         241  0.9140       3.000       1.773    
         242  0.9225       3.000       1.773    
         243  0.9310       3.000       1.773    
         244  0.9397       3.000       2.111    
         245  0.9484       3.000       2.111    
         246  0.9572       3.000       2.111    
         247  0.9660       3.000       2.111    
         248  0.9750       3.000       2.111    
         249  0.9840       3.000       2.111    
         250  0.9931       3.000       2.111    
         251   1.002       3.000       2.111    
         252   1.012       3.000       2.111    
         253   1.021       3.000       2.111    
         254   1.030       3.000       2.111    
         255   1.040       3.000       2.111    
         256   1.050       3.000       2.111    
         257   1.059       3.000       2.111    
         258   1.069       3.000       2.111    
         259   1.079       3.000       2.111    
         260   1.089       3.000       2.111    
         261   1.099       3.000       2.111    
         262   1.109       3.000       2.111    
         263   1.120       3.000       2.111    
         264   1.130       3.000       2.111    
         265   1.140       3.000       2.111    
         266   1.151       3.000       2.111    
         267   1.162       3.000       2.111    
         268   1.172       3.000       2.111    
         269   1.183       3.000       2.111    
         270   1.194       3.000       2.111    
         271   1.205       3.000       2.111    
         272   1.216       3.000       2.111    
         273   1.228       3.000       2.111    
         274   1.239       3.000       2.111    
         275   1.251       3.000       2.111    
         276   1.262       3.000       2.111    
         277   1.274       3.000       2.111    
         278   1.286       3.000       2.111    
         279   1.298       3.000       2.111    
         280   1.310       3.000       2.111    
         281   1.322       3.000       2.111    
         282   1.334       3.000       2.111    
         283   1.346       3.000       2.111    
         284   1.359       3.000       2.111    
         285   1.371       3.000       2.111    
         286   1.384       3.000       2.111    
         287   1.397       3.000       2.111    
         288   1.410       3.000       2.111    
         289   1.423       3.000       2.111    
         290   1.436       3.000       2.111    
         291   1.449       3.000       2.111    
         292   1.463       3.000       2.111    
         293   1.476       3.000       2.111    
         294   1.490       3.000       2.111    
         295   1.504       3.000       2.111    
         296   1.518       3.000       2.111    
         297   1.532       3.000       2.111    
         298   1.546       3.000       2.111    
         299   1.560       3.000       2.111    
         300   1.575       3.000       2.111    
         301   1.589       3.000       2.111    
         302   1.604       3.000       2.111    
         303   1.619       3.000       2.111    
         304   1.634       3.000       2.111    
         305   1.649       3.000       2.111    
         306   1.664       3.000       2.111    
         307   1.680       3.000       2.111    
         308   1.695       3.000       2.111    
         309   1.711       3.000       2.111    
         310   1.727       3.000       2.111    
         311   1.743       3.000       2.111    
         312   1.759       3.000       2.111    
         313   1.775       3.000       2.111    
         314   1.792       3.000       2.111    
         315   1.808       3.000       2.111    
         316   1.825       3.000       2.111    
         317   1.842       3.000       2.111    
         318   1.859       3.000       2.111    
         319   1.876       3.000       2.111    
         320   1.894       3.000       2.111    
         321   1.911       3.000       2.111    
         322   1.929       3.000       2.111    
         323   1.947       3.000       2.111    
         324   1.965       3.000       2.111    
         325   1.983       3.000       2.111    
         326   2.001       3.000       2.111    
         327   2.020       3.000       2.111    
         328   2.038       3.000       2.111    
         329   2.057       3.000       2.111    
         330   2.076       3.000       2.111    
         331   2.096       3.000       2.111    
         332   2.115       3.000       2.111    
         333   2.135       3.000       2.111    
         334   2.154       3.000       2.111    
         335   2.174       3.000       2.111    
         336   2.195       3.000       2.111    
         337   2.215       3.000       2.515    
         338   2.235       3.000       2.515    
         339   2.256       3.000       2.515    
         340   2.277       3.000       2.515    
         341   2.298       3.000       2.515    
         342   2.319       3.000       2.515    
         343   2.341       3.000       2.515    
         344   2.363       3.000       2.515    
         345   2.384       3.000       2.515    
         346   2.406       3.000       2.515    
         347   2.429       3.000       2.515    
         348   2.451       3.000       2.515    
         349   2.474       3.000       2.515    
         350   2.497       3.000       2.515    
         351   2.520       3.000       2.515    
         352   2.543       3.000       2.515    
         353   2.567       3.000       2.515    
         354   2.591       3.000       2.515    
         355   2.615       3.000       2.515    
         356   2.639       3.000       2.515    
         357   2.663       3.000       2.515    
         358   2.688       3.000       2.515    
         359   2.713       3.000       2.515    
         360   2.738       3.000       2.515    
         361   2.763       3.000       2.515    
         362   2.789       3.000       2.515    
         363   2.815       3.000       2.515    
         364   2.841       3.000       2.515    
         365   2.867       3.000       2.515    
         366   2.894       3.000       2.515    
         367   2.921       3.000       2.515    
         368   2.948       3.000       2.515    
         369   2.975       3.000       2.515    
         370   3.002       3.000       2.515    
         371   3.030       3.000       2.515    
         372   3.058       3.000       2.515    
         373   3.087       3.000       2.515    
         374   3.115       3.000       2.515    
         375   3.144       3.000       2.515    
         376   3.173       3.000       2.515    
         377   3.203       3.000       2.515    
         378   3.232       3.000       2.515    
         379   3.262       3.000       2.515    
         380   3.292       3.000       2.515    
         381   3.323       3.000       2.515    
         382   3.354       3.000       2.515    
         383   3.385       3.000       2.515    
         384   3.416       3.000       2.515    
         385   3.448       3.000       2.515    
         386   3.480       3.000       2.515    
         387   3.512       3.000       2.515    
         388   3.544       3.000       2.515    
         389   3.577       3.000       2.515    
         390   3.610       3.000       2.515    
         391   3.644       3.000       2.515    
         392   3.678       3.000       2.515    
         393   3.712       3.000       2.515    
         394   3.746       3.000       2.515    
         395   3.781       3.000       2.515    
         396   3.816       3.000       2.515    
         397   3.851       3.000       2.515    
         398   3.887       3.000       2.515    
         399   3.923       3.000       2.515    
         400   3.959       3.000       2.515    
         401   3.996       3.000       2.515    
         402   4.033       3.000       2.515    
         403   4.070       3.000       2.515    
         404   4.108       3.000       2.515    
         405   4.146       3.000       2.515    
         406   4.184       3.000       2.515    
         407   4.223       3.000       2.515    
         408   4.262       3.000       2.515    
         409   4.302       3.000       2.515    
         410   4.341       3.000       2.515    
         411   4.382       3.000       2.515    
         412   4.422       3.000       2.515    
         413   4.463       3.000       2.515    
         414   4.505       3.000       2.515    
         415   4.546       3.000       2.515    
         416   4.588       3.000       2.515    
         417   4.631       3.000       2.515    
         418   4.674       3.000       2.515    
         419   4.717       3.000       2.515    
         420   4.761       3.000       2.515    
         421   4.805       3.000       2.515    
         422   4.849       3.000       2.515    
         423   4.894       3.000       2.515    
         424   4.940       3.000       2.515    
         425   4.985       3.000       2.515    
         426   5.032       3.000       2.515    
         427   5.078       3.000       2.515    
         428   5.125       3.000       2.515    
         429   5.173       3.000       2.515    
         430   5.221       3.000       2.515    
         431   5.269       3.000       2.515    
         432   5.318       3.000       2.515    
         433   5.367       3.000       2.515    
         434   5.417       3.000       2.515    
         435   5.467       3.000       2.515    
         436   5.517       3.000       2.515    
         437   5.569       3.000       2.515    
         438   5.620       3.000       2.515    
         439   5.672       3.000       2.515    
         440   5.725       3.000       2.515    
         441   5.778       3.000       2.515    
         442   5.831       3.000       2.515    
         443   5.885       3.000       2.515    
         444   5.940       3.000       2.515    
         445   5.995       3.000       2.515    
         446   6.050       3.000       2.515    
         447   6.106       3.000       2.515    
         448   6.163       3.000       2.515    
         449   6.220       3.000       2.515    
         450   6.278       3.000       2.515    
         451   6.336       3.000       2.515    
         452   6.394       3.000       2.515    
         453   6.454       3.000       2.515    
         454   6.513       3.000       2.515    
         455   6.574       3.000       2.515    
         456   6.635       3.000       2.515    
         457   6.696       3.000       2.515    
         458   6.758       3.000       2.515    
         459   6.821       3.000       2.995    
         460   6.884       3.000       2.995    
         461   6.948       3.000       2.995    
         462   7.012       3.000       2.995    
         463   7.077       3.000       2.995    
         464   7.143       3.000       2.995    
         465   7.209       3.000       2.995    
         466   7.275       3.000       2.995    
         467   7.343       3.000       2.995    
         468   7.411       3.000       2.995    
         469   7.480       3.000       2.995    
         470   7.549       3.000       2.995    
         471   7.619       3.000       2.995    
         472   7.689       3.000       2.995    
         473   7.761       3.000       2.995    
         474   7.832       3.000       2.995    
         475   7.905       3.000       2.995    
         476   7.978       3.000       2.995    
         477   8.052       3.000       2.995    
         478   8.127       3.000       2.995    
         479   8.202       3.000       2.995    
         480   8.278       3.000       2.995    
         481   8.355       3.000       2.995    
         482   8.432       3.000       2.995    
         483   8.510       3.000       2.995    
         484   8.589       3.000       2.995    
         485   8.668       3.000       2.995    
         486   8.749       3.000       2.995    
         487   8.830       3.000       2.995    
         488   8.911       3.000       2.995    
         489   8.994       3.000       2.995    
         490   9.077       3.000       2.995    
         491   9.161       3.000       2.995    
         492   9.246       3.000       2.995    
         493   9.332       3.000       2.995    
         494   9.418       3.000       2.995    
         495   9.506       3.000       2.995    
         496   9.594       3.000       2.995    
         497   9.682       3.000       2.995    
         498   9.772       3.000       2.995    
         499   9.863       3.000       2.995    
         500   9.954       3.000       2.995    
         501   10.05       3.000       2.995    
         502   10.14       3.000       2.995    
         503   10.23       3.000       2.995    
         504   10.33       3.000       2.995    
         505   10.42       3.000       2.995    
         506   10.52       3.000       2.995    
         507   10.62       3.000       3.567    
         508   10.72       3.000       3.567    
         509   10.82       3.000       3.567    
         510   10.92       3.000       3.567    
         511   11.02       3.000       3.567    
         512   11.12       3.000       3.567    
         513   11.22       3.000       3.567    
         514   11.33       3.000       3.567    
         515   11.43       3.000       3.567    
         516   11.54       3.000       3.567    
         517   11.64       3.000       3.567    
         518   11.75       3.000       3.567    
         519   11.86       3.000       3.567    
         520   11.97       3.000       3.567    
         521   12.08       3.000       3.567    
         522   12.19       3.000       3.567    
         523   12.31       3.000       3.567    
         524   12.42       3.000       4.248    
         525   12.53       3.000       4.248    
         526   12.65       3.000       4.248    
         527   12.77       3.000       4.248    
         528   12.89       3.000       5.060    
         529   13.01       3.000       5.060    
         530   13.13       3.000       6.026    
         531   13.25       3.000       6.026    
         532   13.37       3.000       6.026    
         533   13.49       3.000       7.177    
         534   13.62       3.000       7.177    
         535   13.74       3.000       7.177    
         536   13.87       3.000       7.177    
         537   14.00       3.000       7.177    
         538   14.13       3.000       7.177    
         539   14.26       3.000       7.177    
         540   14.39       3.000       8.548    
         541   14.53       3.000       8.548    
         542   14.66       3.000       8.548    
         543   14.80       3.000       8.548    
         544   14.93       3.000       8.548    
         545   15.07       3.000       8.548    
         546   15.21       3.000       8.548    
         547   15.35       3.000       8.548    
         548   15.49       3.000       8.548    
         549   15.64       3.000       8.548    
         550   15.78       3.000       10.18    
         551   15.93       3.000       10.18    
         552   16.08       3.000       10.18    
         553   16.23       3.000       10.18    
         554   16.38       3.000       10.18    
         555   16.53       3.000       10.18    
         556   16.68       3.000       10.18    
         557   16.84       3.000       10.18    
         558   16.99       3.000       10.18    
         559   17.15       3.000       10.18    
         560   17.31       3.000       10.18    
         561   17.47       3.000       10.18    
         562   17.63       3.000       10.18    
         563   17.79       3.000       10.18    
         564   17.96       3.000       10.18    
         565   18.12       3.000       10.18    
         566   18.29       3.000       10.18    
         567   18.46       3.000       10.18    
         568   18.63       3.000       12.12    
         569   18.81       3.000       12.12    
         570   18.98       3.000       12.12    
         571   19.16       3.000       12.12    
         572   19.33       3.000       12.12    
         573   19.51       3.000       12.12    
         574   19.69       3.000       12.12    
         575   19.87       3.000       12.12    
         576   20.06       3.000       12.12    
         577   20.24       3.000       12.12    
         578   20.43       3.000       12.12    
         579   20.62       3.000       12.12    
         580   20.81       3.000       12.12    
         581   21.00       3.000       12.12    
         582   21.20       3.000       12.12    
         583   21.40       3.000       12.12    
         584   21.59       3.000       12.12    
         585   21.79       3.000       12.12    
         586   22.00       3.000       12.12    
         587   22.20       3.000       12.12    
         588   22.41       3.000       12.12    
         589   22.61       3.000       12.12    
         590   22.82       3.000       12.12    
         591   23.03       3.000       14.42    
         592   23.25       3.000       14.42    
         593   23.46       3.000       14.42    
         594   23.68       3.000       14.42    
         595   23.90       3.000       14.42    
         596   24.12       3.000       14.42    
         597   24.34       3.000       14.42    
         598   24.57       3.000       14.42    
         599   24.80       3.000       14.42    
         600   25.03       3.000       14.42    
         601   25.26       3.000       14.42    
         602   25.49       3.000       14.42    
         603   25.73       3.000       14.42    
         604   25.97       3.000       14.42    
         605   26.21       3.000       14.42    
         606   26.45       3.000       14.42    
         607   26.69       3.000       14.42    
         608   26.94       3.000       14.42    
         609   27.19       3.000       14.42    
         610   27.44       3.000       14.42    
         611   27.70       3.000       14.42    
         612   27.95       3.000       14.42    
         613   28.21       3.000       14.42    
         614   28.47       3.000       14.42    
         615   28.74       3.000       14.42    
         616   29.00       3.000       14.42    
         617   29.27       3.000       14.42    
         618   29.54       3.000       17.13    
         619   29.82       3.000       17.13    
         620   30.09       3.000       17.13    
         621   30.37       3.000       17.13    
         622   30.65       3.000       17.13    
         623   30.94       3.000       17.13    
         624   31.22       3.000       17.13    
         625   31.51       3.000       17.13    
         626   31.81       3.000       17.13    
         627   32.10       3.000       17.13    
         628   32.40       3.000       17.13    
         629   32.70       3.000       17.13    
         630   33.00       3.000       17.13    
         631   33.31       3.000       17.13    
         632   33.61       3.000       17.13    
         633   33.93       3.000       17.13    
         634   34.24       3.000       17.13    
         635   34.56       3.000       17.13    
         636   34.88       3.000       17.13    
         637   35.20       3.000       17.13    
         638   35.53       3.000       17.13    
         639   35.86       3.000       17.13    
         640   36.19       3.000       17.13    
         641   36.52       3.000       17.13    
         642   36.86       3.000       17.13    
         643   37.20       3.000       17.13    
         644   37.55       3.000       17.13    
         645   37.89       3.000       17.13    
         646   38.25       3.000       20.34    
         647   38.60       3.000       20.34    
         648   38.96       3.000       20.34    
         649   39.32       3.000       20.34    
         650   39.68       3.000       20.34    
         651   40.05       3.000       20.34    
         652   40.42       3.000       20.34    
         653   40.80       3.000       20.34    
         654   41.17       3.000       20.34    
         655   41.55       3.000       20.34    
         656   41.94       3.000       20.34    
         657   42.33       3.000       20.34    
         658   42.72       3.000       20.34    
         659   43.12       3.000       20.34    
         660   43.51       3.000       20.34    
         661   43.92       3.000       20.34    
         662   44.32       3.000       20.34    
         663   44.74       3.000       20.34    
         664   45.15       3.000       20.34    
         665   45.57       3.000       20.34    
         666   45.99       3.000       20.34    
         667   46.42       3.000       20.34    
         668   46.85       3.000       20.34    
         669   47.28       3.000       20.34    
         670   47.72       3.000       20.34    
         671   48.16       3.000       20.34    
         672   48.61       3.000       20.34    
         673   49.06       3.000       24.14    
         674   49.51       3.000       24.14    
         675   49.97       3.000       24.14    
         676   50.43       3.000       24.14    
         677   50.90       3.000       24.14    
         678   51.37       3.000       24.14    
         679   51.85       3.000       24.14    
         680   52.33       3.000       24.14    
         681   52.81       3.000       24.14    
         682   53.30       3.000       24.14    
         683   53.79       3.000       24.14    
         684   54.29       3.000       24.14    
         685   54.79       3.000       24.14    
         686   55.30       3.000       24.14    
         687   55.81       3.000       24.14    
         688   56.33       3.000       24.14    
         689   56.85       3.000       24.14    
         690   57.38       3.000       24.14    
         691   57.91       3.000       24.14    
         692   58.45       3.000       24.14    
         693   58.99       3.000       24.14    
         694   59.54       3.000       24.14    
         695   60.09       3.000       24.14    
         696   60.64       3.000       24.14    
         697   61.20       3.000       24.14    
         698   61.77       3.000       24.14    
         699   62.34       3.000       24.14    
         700   62.92       3.000       28.62    
         701   63.50       3.000       28.62    
         702   64.09       3.000       28.62    
         703   64.69       3.000       28.62    
         704   65.29       3.000       28.62    
         705   65.89       3.000       28.62    
         706   66.50       3.000       28.62    
         707   67.12       3.000       28.62    
         708   67.74       3.000       28.62    
         709   68.37       3.000       28.62    
         710   69.00       3.000       28.62    
         711   69.64       3.000       28.62    
         712   70.28       3.000       28.62    
         713   70.93       3.000       28.62    
         714   71.59       3.000       28.62    
         715   72.25       3.000       28.62    
         716   72.92       3.000       28.62    
         717   73.60       3.000       28.62    
         718   74.28       3.000       28.62    
         719   74.97       3.000       28.62    
         720   75.66       3.000       28.62    
         721   76.36       3.000       28.62    
         722   77.07       3.000       28.62    
         723   77.78       3.000       28.62    
         724   78.50       3.000       28.62    
         725   79.23       3.000       33.92    
         726   79.97       3.000       33.92    
         727   80.71       3.000       33.92    
         728   81.45       3.000       33.92    
         729   82.21       3.000       33.92    
         730   82.97       3.000       33.92    
         731   83.74       3.000       33.92    
         732   84.51       3.000       33.92    
         733   85.30       3.000       33.92    
         734   86.09       3.000       33.92    
         735   86.88       3.000       33.92    
         736   87.69       3.000       33.92    
         737   88.50       3.000       33.92    
         738   89.32       3.000       33.92    
         739   90.15       3.000       33.92    
         740   90.98       3.000       33.92    
         741   91.83       3.000       33.92    
         742   92.68       3.000       33.92    
         743   93.53       3.000       33.92    
         744   94.40       3.000       33.92    
         745   95.27       3.000       33.92    
         746   96.16       3.000       33.92    
         747   97.05       3.000       33.92    
         748   97.95       3.000       33.92    
         749   98.85       3.000       33.92    
         750   99.77       3.000       33.92    
         751   100.7       3.000       40.19    
         752   101.6       3.000       40.19    
         753   102.6       3.000       40.19    
         754   103.5       3.000       40.19    
         755   104.5       3.000       40.19    
         756   105.4       3.000       40.19    
         757   106.4       3.000       40.19    
         758   107.4       3.000       40.19    
         759   108.4       3.000       40.19    
         760   109.4       3.000       40.19    
         761   110.4       3.000       40.19    
         762   111.4       3.000       40.19    
         763   112.5       3.000       40.19    
         764   113.5       3.000       40.19    
         765   114.6       3.000       40.19    
         766   115.6       3.000       40.19    
         767   116.7       3.000       40.19    
         768   117.8       3.000       40.19    
         769   118.9       3.000       40.19    
         770   120.0       3.000       40.19    
         771   121.1       3.000       40.19    
